ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
0.7448488843303966,0.3811599520223517,-0.2093051039272739,-0.5704000731961462,-2.3656721817483017,1.2583851913694226,0.0159647207898707,0.5340644637679334,0.7163296943405005,1.2164105997670551
-0.9548108951949472,0.238709091208568,0.9354699866304776,0.0498541799384487,-0.5477467749916555,-0.7431703806009433,-0.0525503327821243,-0.0323265674129945,-0.1499667875420398,-0.8220908303425684
1.055978200784966,-1.458129539589179,0.0297843821083737,-1.0572704556499837,0.8774189709689872,-0.237265958388077,0.4615849132918094,0.3585590685544764,1.017752462655058,-0.8220908303425684
-0.4791030476408384,-0.2798311889207321,0.133751209054256,0.598112906693102,-0.1515768227653995,-2.387067428866474,-1.4187968661843935,-0.339749495511407,1.524411620645488,1.2164105997670551
-0.7382267125873058,-2.5895598467258303,-0.7527172309632777,-0.1478823020413207,0.3553147561130687,-1.845751838132368,-0.3298805048058023,0.4848554342178129,0.2809696983270989,1.2164105997670551
-0.0250748056987708,-2.0683978763569413,1.0014210927707043,-1.6947564166460565,-1.2501529344107514,-0.9698771997465158,0.2359401457586798,-0.5128786018635924,-1.410625794706298,1.2164105997670551
-0.2551201601145874,-0.0651957720024739,1.416622044116461,1.7307441254313845,0.274566226833088,0.8865456593569861,-1.6662855355818362,0.0160823162870355,0.0781014755921139,-0.8220908303425684
-0.1195636626748739,-0.6919779507573071,-0.613526509954075,-0.4931785926493943,-0.0943054076623586,-1.104071861126451,-0.5748068539740149,-0.3883160100239423,0.6670192518611114,1.2164105997670551
-0.8949889813300619,-1.6177280612319191,-0.4097680444032572,0.0069407125039325,2.063908467487475,-0.8272354409414919,1.310648569094145,0.6872832101308338,1.8714977660537435,1.2164105997670551
-0.322319930141677,0.074820788553157,0.054622008229588,0.1156486921971965,0.8707975750940464,-0.2271759300089537,-2.496321304149828,2.426387731270461,-0.3573654122087833,1.2164105997670551
-2.1673636440154755,-0.6831884761010968,0.0768259418381446,3.4832957320281794,-1.070467424967244,2.1464551549405733,-1.7963493039049157,-1.0416343824681766,1.9121197873064604,-0.8220908303425684
0.019163262546077,0.2474244719435872,0.3720127457464895,-1.0929408417394793,-0.9928472404012826,-0.0312657227322238,-0.4575629989356968,-0.6841408713364823,-0.0696622116227242,1.2164105997670551
0.3794681167492859,-0.4679164623109497,-1.1356037407957515,-1.0966889723937805,-0.8978240472770537,0.5367192200840184,0.4434402989593124,-0.2861153678484971,-0.2449804440835526,-0.8220908303425684
0.3212802102162183,0.1007525470681862,0.4011906687954506,0.4987787080588784,-0.3547571237799289,-0.1249284752189197,1.7331194307726463,-1.127948964153732,0.6991217532214555,1.2164105997670551
-0.924347897928468,0.2379138871943265,-0.2976263741833348,0.5765240989901391,-1.6477165504391271,3.491030123643406,0.4195209591576271,0.173897065933631,-0.5867368090409992,-0.8220908303425684
-0.5233436140368755,0.3347438323073959,1.099188034476058,-1.644925393761156,0.4007772648726166,1.7411886042650555,0.4830826318862702,0.4119765998493994,0.054846687287516,-0.8220908303425684
0.2281860244900487,0.2176320437590939,0.4133791798313484,0.6572764662423416,1.9501359595728665,-0.2615583360210851,-0.3232751747101553,0.4984727252966049,-1.7923905689464643,1.2164105997670551
-1.2061530350351883,-0.5202690621009523,0.0845820020538199,-0.5151868761340431,-0.1640195692431631,-0.2722096709862286,1.3485247455165703,1.462913912443793,-0.2566485280718942,1.2164105997670551
-0.2673295270154353,0.8128153186342908,0.3938005478144625,-1.3654030727143496,0.1416455444950429,-1.33794436255939,1.5074577973689651,0.3929491310293644,-0.052853034769512,-0.8220908303425684
-1.6586068364248996,1.2356163865126493,0.5701362520886364,-1.4463789350776592,-3.0424666904486117,0.3774001585558595,0.5619501750863277,0.4750067082816242,0.4588226881329877,-0.8220908303425684
-0.0411295460278781,0.900556424656748,0.1380092968191772,-0.7744545061251024,-0.3080156747993313,0.4135883806882575,-0.2068541600431827,0.6805812742744952,-0.377068571491062,-0.8220908303425684
-0.6033792490780702,-1.354209519676988,-0.1569134716501299,0.854263768641278,1.2363514616078275,-0.7796005261475653,-0.1937367441892704,1.8777948059790828,0.9419396608001294,-0.8220908303425684
0.5798677873117558,1.3802141548265054,-1.424487432588591,1.7091413610863408,-2.5160649986251165,0.0291967297181099,0.1903828127731414,-1.6523546145145536,-1.721692461494816,1.2164105997670551
1.5257000739483773,0.69789393300748,-0.7592059098429583,0.883676618256194,-0.4222188846224921,0.0383654412562075,0.3800779688557319,-0.0979792336511428,-0.9595551507532422,1.2164105997670551
-0.2063492565414312,0.6302891999654702,1.185100746538098,1.0027139188412582,0.2518861784412672,1.2367791595713176,1.7920414426128726,-0.3657827084761855,0.4876972910167366,1.2164105997670551
0.5721931698310431,-0.4650298118968077,0.3235558653466325,-0.9129319746358766,-1.1082381397891024,0.1044472523441734,-1.7193105549351868,1.1311501873639471,-1.046877981651903,1.2164105997670551
0.927380409279724,-0.4460932098320143,1.100907139545827,0.265516565665464,0.4168574092827758,-0.4044588066595908,-1.2365566082638333,1.0154258157236058,-2.116992682478922,1.2164105997670551
-1.251537044697676,0.9099629364091384,1.041270329956109,-0.5848231831555628,0.9327537040047604,-0.8633283113619006,-1.8905052796578172,0.6835813077699441,-0.0417102726313497,1.2164105997670551
0.4130563907064438,-1.7975897504749063,-0.6010890680892642,0.3417564657791726,-1.2303646275798803,2.091927381533512,1.3231815534607032,-0.2089253323594901,-2.334310486032112,-0.8220908303425684
-0.2897354907043166,-1.0741937753931856,0.0741124388574378,-1.1543263286461745,0.1312335355241123,-0.1193213421222154,0.4318095883701435,-0.8165703690862587,1.552868561689572,1.2164105997670551
-0.4390684335173584,-1.904370637267862,0.2210432371340887,-1.2664471635375285,-1.6098158278571584,1.820167704764711,-1.360907151249125,1.780971255543609,0.2839045247159678,-0.8220908303425684
-0.9267177958961228,-0.1111757526218553,0.108714311909381,0.3978439135212729,0.2382535514387983,0.1552603971345974,0.2533582369585104,-1.0060849456505625,0.1178178713921537,1.2164105997670551
0.0339734809683093,-0.5128607601193537,-0.2378019124106754,0.6170182751583492,0.1146360278046595,-0.768389331791599,0.9105418380786487,1.3663183223017277,-0.2539662499853293,1.2164105997670551
-1.7495406356724366,-1.23023136758071,-0.9914279533360264,0.9275210945211434,-0.2776484334011747,-0.4833729855460378,-1.9699173014175788,0.7141342576914553,-1.7383747037171775,-0.8220908303425684
-0.2647628065272084,-0.1598955331160155,-0.6563898818452375,-0.4805294571252624,-0.2156279789185012,-0.5363643781672837,-1.9570895909309824,1.2467841654236065,-2.569839475756737,-0.8220908303425684
0.3221233459464586,-0.5788840472085759,-0.8107803523666305,-0.68996272766503,0.3887843525503044,-0.8828821085965848,0.8436057211107759,-1.510945914256581,-0.8053584153410362,-0.8220908303425684
0.6918208177385864,1.479787280632143,1.064500323925822,-1.5194312897329718,-1.162586051081308,-0.0979869064161255,0.1552034765207349,-0.6182189277421114,0.9481152084825588,1.2164105997670551
-1.513905859340377,-1.0959108398747248,-1.9431489906182164,0.7250137703501309,0.5948889203782487,-1.0141297719080271,-0.0415679297275787,-1.997898555039832,0.1797033036402557,1.2164105997670551
-1.1818896328268498,-0.571566056116682,0.7501209150842812,-0.5300475569683349,0.0744811771037333,-1.2162093914635286,1.235024818904612,-0.2690802789412754,-2.1921090481986285,-0.8220908303425684
0.3328350268475181,0.8373539601765476,2.194693160485301,-0.0654111498948051,-0.5484224460822097,-0.6971593056159451,0.0053123330362856,0.4576648246768939,-1.056058018035574,-0.8220908303425684
-1.1808950414482993,-0.1319238163814665,0.3400967041049796,-0.0746389990234707,0.0982214391229937,-1.030791853752309,0.4707812201366969,0.6790496376496256,-1.000988539384938,-0.8220908303425684
2.800491896900382,-3.1003653814640777,1.7675027948391513,1.3435957391791566,-1.8034762778024584,0.1656561493318979,0.5460210697205029,-1.54558489506647,0.5121251451147703,1.2164105997670551
-1.7263874016773393,-0.2241714276602475,0.8825019275796286,0.6202724808097245,-0.7817101032085257,0.3690806993817408,0.5983905420951473,-1.22589320722982,0.8711804040305301,-0.8220908303425684
-0.6620179145719812,-1.388331534966613,-0.963397439144795,-0.4279783502592301,1.6631349322410869,-0.4253142037743379,1.6454468808844671,-1.4207931355551622,1.21150085723291,1.2164105997670551
0.3224441665877744,0.1563327848098359,-0.3128734498731769,0.3634007711754161,0.4408651759526061,0.3059149136979607,-3.0040357035213905,0.5147184094574959,-0.5481445825645401,-0.8220908303425684
-0.1655129219320293,-0.5862330894772194,-1.050744396746188,-0.8469400534214991,1.4704232402102324,0.2573065161048536,0.4403065115602216,2.35362576496915,-1.4936169396993288,-0.8220908303425684
0.9591478464519128,2.077928855631919,0.1507714754549254,-0.4669674981241359,1.2316546001900437,2.0116655179734964,-0.2339598539105685,1.2312970969244867,1.005372779011397,-0.8220908303425684
-0.739090095617877,-0.8676708226600427,0.4669062804681446,-0.5290466830072431,0.4164908386182724,0.5617758868329699,0.424999617559167,-0.8137221518005041,0.1764205059746771,-0.8220908303425684
-1.5841494239235998,-0.3167690295678307,0.7018039453272154,-0.2351988975164068,0.5233786714611902,-0.567625927686369,-0.1124733963792423,0.5086790430421754,1.215379756130894,-0.8220908303425684
0.1797765369030701,0.5280584740627968,-0.4010858748772111,0.730931282237231,-0.9438010418687518,0.8643237029326932,-1.1469513844571937,1.7692207876605877,-0.1997655584829043,1.2164105997670551
-0.4038182535282806,0.077392559765609,-0.3373953788357324,0.1086254150898427,0.0548009690465093,-2.1007985442952104,-0.1906129500415443,-0.8424299932642926,-0.8897593222643282,1.2164105997670551
2.162070218865566,-0.3334712821090651,0.5249437853278623,1.5238521167168728,1.4351665528222763,0.3620836518487929,0.4868363555075573,-1.182146134098932,-0.2119800280102149,1.2164105997670551
1.3760818974644369,-0.3532678975487864,0.0962648421394297,0.1687200190576701,1.0142912214849906,0.1235226640780555,0.3144434027913846,-1.3445989456585072,0.0341092197486908,-0.8220908303425684
-1.1036571611630777,-0.0662013832767283,1.143296344154181,0.6838319580521681,-0.1454374146840652,0.0613394236721476,-0.7765988189930116,-0.6585127600585264,-0.1679254740508216,-0.8220908303425684
0.78246580133243,0.5641137648809247,0.0116869218797657,0.5838039030813926,0.5743781129470074,-0.7839624610359498,1.2270316744751544,2.1116517850339167,0.844760559873019,-0.8220908303425684
